"stone","zone","tomb","form","material","ulx","uly","lrx","lry","condition"
"S856","Zona Prima",2113,"CROSS","stone",1725.404344,422.321316,1734.910826,429.415483,"reasonable"
"S857","Zona Prima",,"BUILD","stone",1736.861842,422.94881699999996,1747.615262,443.749812,"excellent"
"S858","Zona Prima",417,"CROSS","stone",1766.832488,416.987565,1776.802381,423.86096399999997,"reasonable"
"S859","Zona Prima",417,"CROSS","stone",1779.993019,417.14444000000003,1789.665869,424.19112400000006,"good"
"S860","Zona Prima",2117,"CHEST","stone",1796.316462,416.987565,1805.978614,438.091404,"good"
"S861","Zona Prima",,"CROSS","stone",1812.030211,422.63506600000005,1821.982136,427.487562,"reasonable"
"S862","Zona Prima",,"PLB","stone",1828.101353,422.47819100000004,1832.807604,427.498193,"excellent"
"S863","Zona Prima",,"LEDG","stone",1837.606866,422.79194199999995,1847.2365,442.02249600000005,"reasonable"
"S864","Zona Prima",,"HEAD","stone",1850.848234,424.674442,1861.829486,428.28256799999997,"excellent"
"S865","Zona Prima",2120,"HEAD","stone",1871.398864,422.94881699999996,1880.811366,428.910068,"excellent"
"S866","Zona Prima",,"CROSS","stone",1886.458868,423.105692,1891.635744,428.910068,"good"
"S867","Zona Prima",835,"LEDG","stone",1886.929493,430.32194400000003,1890.851369,440.361946,"excellent"
"S868","Zona Prima",,"PLB","stone",1897.910746,422.94881699999996,1903.087622,429.06694300000004,"excellent"
"S869","Zona Prima",2145,"CROSS","stone",1966.778889,403.653186,1975.877642,419.654441,"good"
"S870","Zona Prima",,"LEDG","stone",1981.995768,403.810062,1989.52577,417.928815,"reasonable"
"S871","Zona Prima",2152,"COL","stone",1998.624523,404.59443699999997,2006.782025,411.810689,"reasonable"
"S872","Zona Prima",2147,"HEAD","stone",2015.096402,404.59443699999997,2024.038279,408.830063,"good"
"S873","Zona Prima",,"CROSS","stone",2031.097656,404.908187,2039.098283,423.105692,"reasonable"
"S874","Zona Prima",,"COPE","stone",2044.27516,404.12381200000004,2054.472037,423.419442,"unrecorded"
"S875","Zona Prima",1627,"HEAD","stone",2061.531414,404.908187,2068.433916,409.928188,"good"
"S876","Zona Prima",72,"PLB","stone",2075.963918,405.065062,2083.337045,410.085063,"excellent"
"S877","Zona Prima",582,"LEDG","stone",2086.474546,408.20256300000005,2097.298924,416.36006499999996,"excellent"
"S878","Zona Prima",,"PLB","stone",2106.397676,404.43756199999996,2113.143303,410.085063,"good"
"S879","Zona Prima",2151,"CROSS","stone",2117.065179,404.43756199999996,2124.908931,413.065689,"reasonable"
"S880","Zona Prima",703,"PLB","stone",2131.968308,404.43756199999996,2139.81206,406.476937,"good"
"S881","Zona Prima",,"LEDG","stone",2119.816478,431.106319,2130.239123,451.601134,"bad"
"S882","Zona Prima",,"URN","stone",2110.319552,431.89069400000005,2115.967053,438.47944600000005,"good"
"S883","Zona Prima",,"CROSS","stone",2101.377675,431.89069400000005,2110.319552,438.47944600000005,"good"
"S884","Zona Prima",2128,"CROSS","stone",2093.847673,432.20444399999997,2100.593299,439.57757100000003,"good"
"S885","Zona Prima",2128,"LEDG","stone",2083.80767,432.04756899999995,2092.592672,449.617574,"good"
"S886","Zona Prima",,"LEDG","stone",2072.512667,434.086945,2080.356419,451.029449,"excellent"
"S887","Zona Prima",2127,"HEAD","stone",2059.805789,431.420069,2070.002666,437.851946,"excellent"
"S888","Zona Prima",,"HEAD","stone",2048.667661,439.106946,2054.315162,448.04882299999997,"reasonable"
"S889","Zona Prima",2126,"LEDG","stone",2035.960782,433.45944399999996,2044.58891,446.950698,"reasonable"
"S890","Zona Prima",2125,"LEDG","stone",2022.235034,430.32194400000003,2032.821432,451.063038,"reasonable"
"S891","Zona Prima",2124,"COPE","stone",2007.751238,430.32194400000003,2018.232946,451.324037,"good"
"S892","Zona Prima",2123,"CROSS","stone",1995.266051,430.32194400000003,2005.526435,436.39248799999996,"good"
"S893","Zona Prima",,"PLB","stone",1986.231394,430.79256899999996,1992.192646,434.40069500000004,"bad"
"S894","Zona Prima",,"STAT","stone",1967.406389,430.165068,1982.780143,442.71507199999996,"excellent"
"S895","Zona Prima",2121,"CROSS","stone",1958.330076,431.106319,1964.738207,437.821733,"reasonable"
"S896","Zona Prima",879,"COL","stone",1949.836385,430.165068,1954.385761,435.65569500000004,"reasonable"
"S897","Zona Prima",942,"HEAD","stone",1937.600131,430.32194400000003,1945.287008,435.18507,"good"
"S898","Zona Prima",,"PLB","stone",1926.618879,435.96944499999995,1934.462631,441.616947,"good"
"S899","Zona Prima",2105,"STAT","stone",2125.176644,458.873201,2136.043347,478.43914600000005,"bad"
"S900","Zona Prima",417,"CROSS","stone",2111.417677,458.716326,2121.614555,466.716953,"bad"
"S901","Zona Prima",1272,"LEDG","stone",2099.574623,458.873201,2109.06381,477.500124,"reasonable"
"S902","Zona Prima",,"PLB","stone",2085.690171,458.55945099999997,2094.945798,461.540077,"reasonable"
"S903","Zona Prima",,"CROSS","stone",2064.19829,458.08882600000004,2082.082045,463.57945199999995,"reasonable"
"S904","Zona Prima",,"LEDG","stone",2048.981411,457.931951,2057.295788,477.541331,"reasonable"
"S905","Zona Prima",30,"LEDG","stone",2036.791874,458.08882600000004,2045.842062,471.286883,"reasonable"
"S906","Zona Prima",2103,"HEAD","stone",2023.881404,458.873201,2031.568281,463.73632699999996,"reasonable"
"S907","Zona Prima",,"CROSS","stone",2006.468275,458.716326,2015.567027,464.363828,"bad"
"S908","Zona Prima",2102,"BOOK","stone",2007.723275,469.697579,2013.527651,476.60008100000005,"bad"
"S909","Zona Prima",683,"PLB","stone",1992.506396,461.383202,1997.683272,464.050077,"bad"
"S910","Zona Prima",500,"LEDG","stone",1971.237784,457.931951,1979.640942,477.70209,"good"
"S911","Zona Prima",,"COL","stone",1952.50326,458.08882600000004,1958.778262,465.14820299999997,"reasonable"
"S912","Zona Prima",,"HEAD","stone",1930.854505,457.618201,1939.639507,460.598827,"reasonable"
"S913","Zona Prima",2099,"CROSS","stone",1909.990124,457.775076,1919.559502,464.67757800000004,"bad"
"S914","Zona Prima",2098,"HEAD","stone",1868.731988,455.42195000000004,1873.281364,459.34382600000004,"bad"
"S915","Zona Prima",2097,"CROSS","stone",1856.181985,450.715699,1865.594487,457.304451,"reasonable"
"S916","Zona Prima",2096,"CROSS","stone",1842.220106,450.40194900000006,1850.377608,455.42195000000004,"reasonable"
"S917","Zona Prima",,"CROSS","stone",1831.866354,450.40194900000006,1839.23948,455.57882500000005,"bad"
"S918","Zona Prima",2096,"CROSS","stone",1819.786975,450.08819900000003,1828.258228,455.42195000000004,"bad"
"S919","Zona Prima",,"CROSS","stone",1804.883846,449.617574,1812.884474,455.265075,"bad"
"S920","Zona Prima",2093,"CROSS","stone",1791.765096,449.617574,1800.019255,454.948137,"bad"
"S921","Zona Prima",2093,"COPE","stone",1777.09931,449.460699,1787.619582,469.605325,"bad"
"S922","Zona Prima",2092,"CROSS","stone",1762.066363,448.83319800000004,1771.467144,455.62746300000003,"bad"
"S923","Zona Prima",2091,"LEDG","stone",1747.647431,447.89194799999996,1757.348701,469.57195,"reasonable"
"S924","Zona Prima",,"CROSS","stone",1735.701059,448.676323,1743.543501,455.44725000000005,"bad"
"S925","Zona Prima",2089,"CROSS","stone",1714.562339,448.83319800000004,1723.306096,453.754952,"bad"
"S926","Zona Prima",2088,"COPE","stone",1696.321133,447.89194799999996,1706.521823,467.19274199999995,"bad"
"S927","Zona Prima",,"PLB","stone",1679.070063,447.57819800000004,1686.913815,453.06882499999995,"good"
"S928","Zona Prima",,"COL","stone",1666.20631,446.793823,1671.853811,452.284449,"reasonable"
"S929","Zona Prima",1186,"CROSS","stone",1652.1773,446.48007299999995,1661.028243,450.702861,"reasonable"
"S930","Zona Prima",,"CROSS","stone",1639.223803,446.32319800000005,1648.322555,453.53945,"reasonable"
"S931","Zona Prima",1537,"COL","stone",1627.3013,446.009448,1632.948801,451.81382399999995,"bad"
"S932","Zona Prima",1068,"CROSS","stone",1612.868796,445.852573,1621.496923,453.382575,"reasonable"
"S933","Zona Prima",1518,"CROSS","stone",1598.593167,445.538823,1606.593794,453.382575,"reasonable"
"S934","Zona Prima",4,"HEAD","stone",1586.984414,445.22507199999995,1595.612541,448.83319800000004,"excellent"
"S935","Zona Prima",1495,"HEAD","stone",1574.905036,445.06819700000005,1583.846913,447.57819800000004,"reasonable"
"S936","Zona Prima",,"STAT","stone",1560.151286,444.754447,1569.569079,452.484695,"bad"
"S937","Zona Prima",26,"CROSS","stone",1548.766067,445.22507199999995,1555.137937,451.28837799999997,"good"
"S938","Zona Prima",,"LEDG","stone",1535.78636,446.32319800000005,1545.090227,462.06575599999996,"reasonable"
"S939","Zona Prima",,"PLB","stone",1526.273773,446.009448,1532.078149,449.617574,"reasonable"
"S940","Zona Prima",,"HEAD","stone",1513.460649,443.81319700000006,1522.975588,463.831998,"reasonable"
"S941","Zona Prima",,"PLB","stone",1500.629803,445.695698,1509.957988,451.46291599999995,"good"
"S942","Zona Prima",417,"LEDG","stone",1488.20239,445.22507199999995,1496.778491,461.59043899999995,"bad"
"S943","Zona Prima",1227,"PLB","stone",1480.780011,443.81319700000006,1487.055013,449.617574,"bad"
"S944","Zona Prima",,"CHEST","stone",1461.385175,443.185697,1478.258998,455.075375,"good"
"S945","Zona Prima",,"CROSS","stone",1442.270215,442.40132200000005,1452.067844,450.67640800000004,"bad"
"S946","Zona Prima",1516,"CROSS","stone",1433.089998,442.24444700000004,1439.9925,447.107573,"bad"
"S947","Zona Prima",468,"LEDG","stone",1405.354926,446.48007299999995,1424.93072,455.997703,"good"
"S948","Zona Prima",1578,"CROSS","stone",1388.957744,441.328073,1397.766711,449.496209,"bad"
"S949","Zona Prima",1161,"CROSS","stone",1374.878,441.061699,1384.449186,449.34380799999997,"bad"
"S950","Zona Prima",1025,"PLG","stone",1361.300563,441.328073,1367.937011,452.258693,"reasonable"
"S951","Zona Prima",2085,"HEAD","stone",1348.669726,440.92851199999996,1356.747784,444.348748,"good"
"S952","Zona Prima",993,"PLB","stone",1336.772901,444.65774799999997,1341.434447,447.45467599999995,"good"
"S953","Zona Prima",1593,"HEAD","stone",1340.901698,471.827898,1347.427862,475.290761,"good"
"S954","Zona Prima",1603,"LEDG","stone",1358.059156,474.22526500000004,1364.606838,490.364338,"reasonable"
"S955","Zona Prima",2071,"PED","stone",1367.006352,475.95669599999997,1372.866581,487.011217,"reasonable"
"S956","Zona Prima",,"PLG","stone",1377.261752,476.62263099999996,1383.521542,482.34967200000006,"good"
"S957","Zona Prima",316,"HEAD","stone",1388.316274,472.493833,1396.573869,475.95669599999997,"good"
"S958","Zona Prima",,"PLG","stone",1401.838339,471.694711,1409.49257,477.63622699999996,"reasonable"
"S959","Zona Prima",1588,"CROSS","stone",1412.507637,472.09427200000005,1421.610373,479.76811,"reasonable"
"S960","Zona Prima",,"LEDG","stone",1429.946584,472.22745899999995,1438.786483,489.213024,"reasonable"
"S961","Zona Prima",,"HEAD","stone",1441.191517,472.22745899999995,1453.844283,479.28637100000003,"reasonable"
"S962","Zona Prima",1530,"CROSS","stone",1457.573519,472.89339400000006,1466.497049,479.41955800000005,"reasonable"
"S963","Zona Prima",,"HEAD","stone",1472.22409,472.89339400000006,1480.481685,477.15537900000004,"reasonable"
"S964","Zona Prima",417,"PLB","stone",1483.678173,472.89339400000006,1492.468516,478.75362299999995,"good"
"S965","Zona Prima",31,"PLB","stone",1497.795996,473.02658099999996,1505.787217,476.089883,"good"
"S966","Zona Prima",,"HEAD","stone",1510.182388,473.426142,1518.57317,477.15537900000004,"good"
"S967","Zona Prima",2,"HEAD","stone",1521.370097,473.55932900000005,1530.160439,477.42175299999997,"reasonable"
"S968","Zona Prima",,"CROSS","stone",1520.6305,489.941332,1529.492515,493.59039700000005,"reasonable"
"S969","Zona Prima",,"KERB","stone",1532.034186,473.825703,1540.814321,481.819433,"reasonable"
"S970","Zona Prima",1580,"CROSS","stone",1544.944198,473.95889,1553.468166,481.284176,"reasonable"
"S971","Zona Prima",,"LEDG","stone",1558.281943,474.22526500000004,1569.316656,495.12938699999995,"reasonable"
"S972","Zona Prima",1540,"CROSS","stone",1572.853473,474.624826,1582.634062,484.14461700000004,"reasonable"
"S973","Zona Prima",1589,"HEAD","stone",1587.16448,475.02438700000005,1596.48757,477.688127,"reasonable"
"S974","Zona Prima",,"CROSS","stone",1599.485669,475.69032200000004,1609.805715,482.056593,"good"
"S975","Zona Prima",1483,"CROSS","stone",1613.935069,476.356257,1621.127167,483.281981,"reasonable"
"S976","Zona Prima",486,"HEAD","stone",1626.939367,475.95669599999997,1634.578035,479.010853,"good"
"S977","Zona Prima",,"PLB","stone",1637.509169,476.02104899999995,1643.686262,480.61795500000005,"good"
"S978","Zona Prima",470,"HEAD","stone",1647.228829,476.356257,1656.153081,482.54785400000003,"good"
"S979","Zona Prima",417,"PLG","stone",1659.927919,476.62263099999996,1668.674301,484.18485699999997,"good"
"S980","Zona Prima",196,"PLB","stone",1671.605044,477.022192,1678.530768,480.21867999999995,"good"
"S981","Zona Prima",196,"PLB","stone",1678.530768,477.022192,1685.856054,480.21867999999995,"good"
"S982","Zona Prima",,"PLB","stone",1697.709698,477.95450100000005,1703.436739,483.281981,"reasonable"
"S983","Zona Prima",1224,"HEAD","stone",1709.829716,478.220875,1717.687749,481.284176,"reasonable"
"S984","Zona Prima",,"BUILD","stone",1721.2276,477.688127,1729.806041,499.95995000000005,"bad"
"S985","Zona Prima",,"HEAD","stone",1733.712424,478.62043600000004,1742.722607,481.826133,"reasonable"
"S986","Zona Prima",417,"PLB","stone",1742.112237,490.074519,1750.048475,492.97866999999997,"good"
"S987","Zona Prima",2074,"PED","stone",1755.246486,484.48066400000005,1765.635073,495.934747,"good"
"S988","Zona Prima",,"LEDG","stone",1779.235986,478.88680999999997,1787.608701,495.31980999999996,"reasonable"
"S989","Zona Prima",2075,"COPE","stone",1792.644658,480.08549300000004,1803.322556,499.289538,"reasonable"
"S990","Zona Prima",1282,"LEDG","stone",1807.40711,480.21867999999995,1817.442306,500.01158699999996,"reasonable"
"S991","Zona Prima",1095,"PLB","stone",1825.302853,480.35186699999997,1830.097586,485.41297299999997,"good"
"S992","Zona Prima",589,"PLB","stone",1839.287489,481.150989,1844.748157,486.478469,"good"
"S993","Zona Prima",658,"PLB","stone",1880.042714,493.13782000000003,1885.370195,495.53518599999995,"reasonable"
"S994","Zona Prima",2076,"COL","stone",1896.69109,483.281981,1901.086262,487.677153,"reasonable"
"S995","Zona Prima",,"CROSS","stone",1903.084067,483.281981,1911.341662,491.406389,"reasonable"
"S996","Zona Prima",,"HEAD","stone",1918.134199,483.415168,1924.926737,486.212095,"good"
"S997","Zona Prima",1571,"HEAD","stone",1930.387404,483.415168,1938.778186,486.212095,"reasonable"
"S998","Zona Prima",1571,"HEAD","stone",1930.387404,489.408584,1938.644999,492.072324,"reasonable"
"S999","Zona Prima",1571,"HEAD","stone",1930.254217,495.002438,1938.511812,497.399804,"reasonable"
"S1000","Zona Prima",,"HEAD","stone",1942.241048,483.415168,1950.498642,485.94572100000005,"good"
"S1001","Zona Prima",,"COL","stone",1955.5505,483.67600100000004,1959.880891,488.766427,"reasonable"
"S1002","Zona Prima",,"HEAD","stone",1964.82241,483.548355,1973.671941,487.291613,"reasonable"
"S1003","Zona Prima",,"HEAD","stone",1977.269231,483.81472900000006,1985.7932,487.27759100000003,"good"
"S1004","Zona Prima",2080,"CROSS","stone",1990.188371,483.81472900000006,1996.714535,489.54177100000004,"reasonable"
"S1005","Zona Prima",,"CROSS","stone",2000.310584,483.81472900000006,2009.633675,504.72509,"reasonable"
"S1006","Zona Prima",,"HEAD","stone",2014.028846,483.81472900000006,2020.421823,487.81034,"reasonable"
"S1007","Zona Prima",413,"LEDG","stone",2027.081173,487.677153,2033.207775,501.528602,"reasonable"
"S1008","Zona Prima",,"CROSS","stone",2038.535256,484.21429,2047.991534,492.072324,"reasonable"
"S1009","Zona Prima",,"LEDG","stone",2051.848434,483.68154200000004,2059.977607,503.36727299999995,"bad"
"S1010","Zona Prima",,"CROSS","stone",2063.441227,483.68154200000004,2071.832008,491.406389,"reasonable"
"S1011","Zona Prima",1626,"PLB","stone",2077.825424,486.212095,2082.620156,494.46969,"reasonable"
"S1012","Zona Prima",,"LEDG","stone",2088.746759,483.81472900000006,2095.938857,499.13123499999995,"reasonable"
"S1013","Zona Prima",858,"HEAD","stone",2103.39733,487.27759100000003,2110.722615,490.074519,"reasonable"
"S1014","Zona Prima",858,"CROSS","stone",2114.585038,487.27759100000003,2122.842633,492.47188500000004,"reasonable"
"S1015","Zona Prima",858,"HEAD","stone",2127.237804,487.011217,2133.897155,492.338698,"reasonable"
"S1016","Zona Prima",,"CROSS","stone",2127.770552,499.13123499999995,2134.030342,502.19453699999997,"reasonable"
"S1017","Zona Prima",,"HEAD","stone",2114.585038,505.52421200000003,2122.176698,508.054765,"good"
"S1018","Zona Prima",858,"CROSS","stone",2103.130956,513.249058,2109.923493,516.445547,"good"
"S1019","Zona Prima",,"CROSS","stone",2127.504178,514.314554,2133.23122,517.111482,"excellent"
"S1020","Zona Prima",,"FOOT","stone",2115.250974,524.30358,2121.510763,526.96732,"good"
"S1021","Zona Prima",,"PLB","stone",2090.47819,511.917188,2095.672483,515.380051,"reasonable"
"S1022","Zona Prima",,"COPE","stone",2080.888725,511.917188,2087.015327,532.827549,"excellent"
"S1023","Zona Prima",2069,"PLB","stone",2071.219721,515.246864,2078.22265,518.48896,"reasonable"
"S1024","Zona Prima",2069,"LEDG","stone",2071.567274,519.258418,2077.586334,530.724201,"bad"
"S1025","Zona Prima",2068,"CROSS","stone",2058.38012,511.917188,2067.836398,516.578734,"good"
"S1026","Zona Prima",2067,"COL","stone",2046.659663,512.050375,2054.38451,520.30797,"good"
"S1027","Zona Prima",,"HEAD","stone",2032.275466,511.784001,2041.598557,515.113677,"good"
"S1028","Zona Prima",925,"STAT","stone",2022.819189,511.65081399999997,2027.747108,516.978295,"bad"
"S1029","Zona Prima",,"CROSS","stone",2007.502683,511.51762699999995,2016.159838,519.109287,"bad"
"S1030","Zona Prima",,"CROSS","stone",1994.183982,511.51762699999995,2002.974324,532.028427,"reasonable"
"S1031","Zona Prima",,"LEDG","stone",1981.398029,514.314554,1987.924192,526.567759,"bad"
