"stone","zone","tomb","form","material","ulx","uly","lrx","lry","condition"
"S1437","Zona Seconda",417,"LEDG","stone",2333.896471,176.19764099999998,2344.869625,194.10707000000002,"bad"
"S1438","Zona Seconda",1225,"PLB","stone",2349.826408,174.88231900000005,2356.241308,178.59472100000005,"reasonable"
"S1439","Zona Seconda",417,"CROSS","stone",2362.632988,173.256534,2368.735533,179.254725,"reasonable"
"S1440","Zona Seconda",2546,"HEAD","stone",2378.513094,173.10987999999998,2386.322515,179.091767,"reasonable"
"S1441","Zona Seconda",,"COL","stone",2392.972359,169.34286099999997,2403.309214,178.73328000000004,"reasonable"
"S1442","Zona Seconda",912,"PLB","stone",2405.321717,175.13514999999995,2412.057424,178.178535,"good"
"S1443","Zona Seconda",,"HEAD","stone",2414.832526,166.71203100000002,2422.493415,169.78412600000001,"good"
"S1444","Zona Seconda",,"CROSS","stone",2422.97252,165.76147300000002,2434.134921,183.36879999999996,"excellent"
"S1445","Zona Seconda",,"HEAD","stone",2434.203347,165.01039400000002,2440.923969,167.83602900000005,"good"
"S1446","Zona Seconda",,"PLB","stone",2448.139299,169.82513600000004,2455.304767,174.53101300000003,"reasonable"
"S1447","Zona Seconda",1081,"PLB","stone",2448.640083,175.59144200000003,2455.808915,179.35096799999997,"reasonable"
"S1448","Zona Seconda",2548,"CROSS","stone",2459.734153,161.70094100000006,2469.347679,167.65255000000002,"reasonable"
"S1449","Zona Seconda",,"LEDG","stone",2472.463799,160.72953499999994,2483.026537,181.95752000000005,"reasonable"
"S1450","Zona Seconda",473,"BUILD","stone",2498.739116,154.99727400000006,2525.321515,178.53116,"good"
"S1451","Zona Seconda",1448,"CROSS","stone",2548.328788,156.1932119999999,2552.691198,158.88100899999995,"reasonable"
"S1452","Zona Seconda",478,"PLB","stone",2560.366264,157.2665810000001,2566.193416,164.96213999999998,"reasonable"
"S1453","Zona Seconda",2537,"PLB","stone",2565.804838,182.06235200000003,2570.512351,187.846993,"reasonable"
"S1454","Zona Seconda",1281,"STAT","stone",2556.569762,182.175975,2561.332419,186.23103000000003,"reasonable"
"S1455","Zona Seconda",,"STAT","stone",2545.419275,182.46400200000005,2552.855435,187.14432299999999,"reasonable"
"S1456","Zona Seconda",,"PED","stone",2536.757032,184.01470700000004,2542.483463,187.94058199999995,"bad"
"S1457","Zona Seconda",475,"HEAD","stone",2523.245234,185.96508400000005,2530.64169,190.118476,"good"
"S1458","Zona Seconda",2536,"CROSS","stone",2510.850043,187.094964,2519.086577,192.11143700000002,"reasonable"
"S1459","Zona Seconda",,"HEAD","stone",2489.676601,190.19490099999996,2495.995442,193.50254900000004,"good"
"S1460","Zona Seconda",,"HEAD","stone",2476.47656,190.29682300000002,2486.981834,194.76149599999997,"good"
"S1461","Zona Seconda",770,"PLB","stone",2463.825175,191.760313,2471.552714,194.84999700000003,"excellent"
"S1462","Zona Seconda",476,"CROSS","stone",2454.608234,192.46692800000005,2460.433629,197.460016,"reasonable"
"S1463","Zona Seconda",477,"PLG","stone",2443.884348,193.589469,2451.886631,203.722664,"bad"
"S1464","Zona Seconda",843,"PLB","stone",2435.978598,194.91724,2440.387365,200.255584,"reasonable"
"S1465","Zona Seconda",,"LEDG","stone",2421.770232,195.292823,2432.89647,214.990095,"reasonable"
"S1466","Zona Seconda",,"CROSS","stone",2407.559188,196.07526700000005,2419.68162,215.65096500000004,"reasonable"
"S1467","Zona Seconda",889,"PLB","stone",2399.793625,197.96364200000005,2405.134782,203.88685099999998,"bad"
"S1468","Zona Seconda",2533,"OBEL","stone",2381.383917,198.654588,2398.301592,215.106497,"reasonable"
"S1469","Zona Seconda",,"PED","stone",2371.843128,201.57710699999996,2376.955901,207.525302,"reasonable"
"S1470","Zona Seconda",446,"HEAD","stone",2356.861819,202.14527599999997,2366.287913,206.05828699999995,"reasonable"
"S1471","Zona Seconda",429,"LEDG","stone",2344.594724,203.16832899999997,2355.933239,222.74334299999998,"good"
"S1472","Zona Seconda",1028,"HEAD","stone",2333.248487,205.10108100000002,2341.27418,208.840646,"reasonable"
"S1473","Zona Seconda",916,"HEAD","stone",2319.414007,205.67742599999997,2328.986901,211.66913,"reasonable"
"S1474","Zona Seconda",2532,"LEDG","stone",2306.158403,207.416783,2317.810201,226.721717,"good"
"S1475","Zona Seconda",,"PLB","stone",2295.300377,208.97234000000003,2302.045567,216.77113099999997,"reasonable"
"S1476","Zona Seconda",2531,"HEAD","stone",2280.337201,210.04433300000005,2289.314491,212.75273700000002,"reasonable"
"S1477","Zona Seconda",,"CROSS","stone",2267.093686,212.15970100000004,2278.007561,219.90274999999997,"bad"
"S1478","Zona Seconda",2529,"CROSS","stone",2255.094875,213.96359099999995,2262.429066,220.34890299999995,"reasonable"
"S1479","Zona Seconda",,"PLB","stone",2243.730504,215.42722500000002,2249.115634,219.73836400000005,"reasonable"
"S1480","Zona Seconda",2528,"CROSS","stone",2225.809008,216.377293,2232.099565,223.134721,"reasonable"
"S1481","Zona Seconda",,"PLB","stone",2178.000551,217.53481499999998,2183.539289,223.99874699999998,"good"
"S1482","Zona Seconda",,"CHEST","stone",2178.511453,243.06261500000005,2189.864151,262.24825799999996,"bad"
"S1483","Zona Seconda",826,"STAT","stone",2193.628437,242.02587100000005,2201.484315,249.13730599999997,"good"
"S1484","Zona Seconda",,"HEAD","stone",2241.42032,239.30273799999998,2253.311089,259.03802199999996,"reasonable"
"S1485","Zona Seconda",,"LEDG","stone",2258.596247,241.44176300000004,2271.820771,252.89923899999997,"reasonable"
"S1486","Zona Seconda",1553,"HEAD","stone",2279.447007,237.68427699999995,2286.034386,241.03756399999997,"reasonable"
"S1487","Zona Seconda",,"CROSS","stone",2289.079627,234.79631900000004,2297.080505,242.099153,"reasonable"
"S1488","Zona Seconda",838,"HEAD","stone",2300.284514,235.80531499999995,2306.212717,238.64265799999998,"excellent"
"S1489","Zona Seconda",839,"PLB","stone",2311.276682,234.68557399999997,2319.772517,238.12428,"excellent"
"S1490","Zona Seconda",2513,"HEAD","stone",2323.928067,233.44210299999997,2332.802842,236.88576,"reasonable"
"S1491","Zona Seconda",2514,"PED","stone",2341.258598,230.39963699999998,2351.965455,237.33444099999997,"reasonable"
"S1492","Zona Seconda",2515,"CROSS","stone",2358.399424,229.44411000000002,2365.141805,234.99322600000005,"reasonable"
"S1493","Zona Seconda",619,"PLB","stone",2374.034471,226.271298,2378.734699,229.89669600000002,"good"
"S1494","Zona Seconda",2516,"CROSS","stone",2384.92272,225.68941800000005,2390.090776,230.14811099999997,"good"
"S1495","Zona Seconda",,"CROSS","stone",2394.395856,225.021122,2401.099069,233.025713,"reasonable"
"S1496","Zona Seconda",,"PLG","stone",2405.991078,225.89461700000004,2412.212606,229.15912400000002,"reasonable"
"S1497","Zona Seconda",,"PLG","stone",2406.555536,232.47321399999998,2412.854177,235.29819799999996,"reasonable"
"S1498","Zona Seconda",,"HEAD","stone",2416.117954,222.65514700000006,2424.417182,227.90167799999995,"good"
"S1499","Zona Seconda",2519,"LEDG","stone",2426.653298,220.05524200000002,2435.266926,233.644763,"bad"
"S1500","Zona Seconda",,"CROSS","stone",2440.5724,221.33048399999996,2447.691645,228.91695700000002,"reasonable"
"S1501","Zona Seconda",2521,"CROSS","stone",2451.378577,227.42967399999998,2456.359812,232.52848500000005,"reasonable"
"S1502","Zona Seconda",2522,"CROSS","stone",2457.41472,219.29294100000004,2463.336085,223.90447300000005,"reasonable"
"S1503","Zona Seconda",796,"PLB","stone",2468.767002,217.65634899999998,2474.66069,222.84801300000004,"reasonable"
"S1504","Zona Seconda",2523,"LEDG","stone",2478.205037,213.47850600000004,2486.132473,227.10902999999996,"reasonable"
"S1505","Zona Seconda",793,"PLB","stone",2487.621444,217.30338300000005,2493.714638,220.55720599999995,"reasonable"
"S1506","Zona Seconda",397,"HEAD","stone",2495.638323,213.02645299999995,2503.119895,216.32904299999996,"reasonable"
"S1507","Zona Seconda",,"HEAD","stone",2504.727168,212.44237699999996,2511.842553,215.77028299999995,"good"
"S1508","Zona Seconda",,"BUILD","stone",2513.60213,212.443891,2524.199451,219.185834,"reasonable"
"S1509","Zona Seconda",,"HEAD","stone",2529.199747,211.27776200000005,2539.465101,219.99138300000004,"reasonable"
"S1510","Zona Seconda",2526,"CROSS","stone",2543.376208,209.52399400000002,2553.899009,228.36316599999998,"reasonable"
"S1511","Zona Seconda",,"LEDG","stone",2555.637258,208.164089,2566.685258,226.76764500000002,"reasonable"
"S1512","Zona Seconda",2512,"CHEST","stone",2557.95079,235.58452,2569.08602,254.783091,"reasonable"
"S1513","Zona Seconda",2511,"CROSS","stone",2545.578029,237.08157600000004,2555.617649,244.63742000000002,"reasonable"
"S1514","Zona Seconda",,"CROSS","stone",2524.968073,239.42724399999997,2534.479437,246.32744100000002,"good"
"S1515","Zona Seconda",2509,"CROSS","stone",2504.863601,240.88739299999997,2518.973412,248.18410300000005,"reasonable"
"S1516","Zona Seconda",2508,"HEAD","stone",2491.797064,242.87064099999998,2501.95303,247.00563999999997,"good"
"S1517","Zona Seconda",771,"PLB","stone",2480.477694,243.893242,2488.782516,247.54521499999998,"good"
"S1518","Zona Seconda",30,"CROSS","stone",2459.791378,244.731133,2469.129903,248.16418999999996,"good"
"S1519","Zona Seconda",417,"PLG","stone",2449.678117,247.91258100000005,2457.699422,258.49557000000004,"reasonable"
"S1520","Zona Seconda",107,"HEAD","stone",2438.625032,246.689659,2447.613371,249.88201300000003,"reasonable"
"S1521","Zona Seconda",,"HEAD","stone",2426.979984,248.19613200000003,2435.576565,250.97413500000005,"bad"
"S1522","Zona Seconda",,"PLG","stone",2419.426446,252.49332500000003,2425.620462,258.52253399999995,"reasonable"
"S1523","Zona Seconda",,"CROSS","stone",2408.235976,251.91070200000001,2417.331785,260.84148500000003,"good"
"S1524","Zona Seconda",43,"PLB","stone",2395.299975,248.97201299999995,2403.786767,252.64543100000003,"good"
"S1525","Zona Seconda",,"PLG","stone",2385.922911,252.75624400000004,2392.379646,261.167647,"reasonable"
"S1526","Zona Seconda",,"HEAD","stone",2372.043817,252.539676,2380.924805,256.623924,"good"
"S1527","Zona Seconda",,"PLG","stone",2361.905102,255.47985000000006,2369.518008,267.69503699999996,"good"
"S1528","Zona Seconda",,"CROSS","stone",2350.020857,255.626485,2358.034675,260.00410999999997,"good"
"S1529","Zona Seconda",445,"LEDG","stone",2332.408233,255.92207199999996,2349.20548,278.762738,"good"
"S1530","Zona Seconda",2504,"HEAD","stone",2318.610041,259.285069,2328.662166,262.810782,"reasonable"
"S1531","Zona Seconda",2503,"HEAD","stone",2302.512125,260.821967,2314.20872,264.21322499999997,"good"
"S1532","Zona Seconda",576,"HEAD","stone",2279.741073,262.440692,2294.964855,269.38696000000004,"excellent"
"S1533","Zona Seconda",1369,"COPE","stone",2264.235288,263.45984799999997,2272.808471,285.50834299999997,"good"
"S1534","Zona Seconda",682,"PLB","stone",2214.360898,270.47498700000006,2220.29069,273.63772000000006,"reasonable"
"S1535","Zona Seconda",1356,"CROSS","stone",2198.898587,269.09089300000005,2208.081977,277.433316,"reasonable"
"S1536","Zona Seconda",,"CROSS","stone",2181.806117,271.53914999999995,2188.662811,278.75368100000003,"reasonable"
"S1537","Zona Seconda",309,"CHEST","stone",2178.078785,300.457938,2191.40352,323.97477000000003,"reasonable"
"S1538","Zona Seconda",2485,"HEAD","stone",2193.633483,301.95633699999996,2202.122838,307.233735,"good"
"S1539","Zona Seconda",,"PLB","stone",2194.920922,310.03104599999995,2200.927739,313.324833,"good"
"S1540","Zona Seconda",1147,"PLG","stone",2203.468321,308.960745,2209.373849,312.61092599999995,"good"
"S1541","Zona Seconda",,"COL","stone",2209.532,300.067907,2225.429256,320.992574,"good"
"S1542","Zona Seconda",,"HEAD","stone",2231.116709,298.723253,2239.252768,301.85733000000005,"good"
"S1543","Zona Seconda",,"CROSS","stone",2242.37661,304.073135,2247.308506,308.31202099999996,"reasonable"
"S1544","Zona Seconda",1157,"HEAD","stone",2273.597737,293.18117700000005,2279.870561,298.173639,"good"
"S1545","Zona Seconda",2489,"HEAD","stone",2281.015275,292.48489700000005,2289.993252,295.270936,"reasonable"
"S1546","Zona Seconda",600,"LEDG","stone",2292.019532,291.49749199999997,2303.107558,311.100323,"reasonable"
"S1547","Zona Seconda",284,"HEAD","stone",2305.421367,290.041021,2314.536053,292.963427,"excellent"
"S1548","Zona Seconda",,"HEAD","stone",2317.566407,289.13866299999995,2323.591628,293.154489,"reasonable"
"S1549","Zona Seconda",2491,"CROSS","stone",2325.1604,289.083248,2337.595128,308.90023499999995,"excellent"
"S1550","Zona Seconda",355,"PLB","stone",2337.662059,296.01507000000004,2344.128693,299.271379,"reasonable"
"S1551","Zona Seconda",,"PLB","stone",2338.166074,301.31091200000003,2344.369886,304.64044,"good"
"S1552","Zona Seconda",,"LEDG","stone",2344.801852,286.120948,2355.546035,304.866493,"reasonable"
"S1553","Zona Seconda",,"PLB","stone",2355.758339,293.33688700000005,2361.499524,297.93289000000004,"bad"
"S1554","Zona Seconda",2494,"CROSS","stone",2362.740153,284.57642799999996,2370.633291,291.64741300000003,"reasonable"
"S1555","Zona Seconda",,"CROSS","stone",2374.941591,283.20054400000004,2385.679752,302.34742900000003,"good"
"S1556","Zona Seconda",,"HEAD","stone",2386.235508,282.261881,2394.576821,286.590633,"good"
"S1557","Zona Seconda",,"PLB","stone",2398.358952,283.37101800000005,2404.455706,287.99390700000004,"excellent"
"S1558","Zona Seconda",307,"HEAD","stone",2408.256834,283.09013000000004,2415.624885,286.276213,"good"
"S1559","Zona Seconda",426,"PLB","stone",2421.11811,280.698214,2428.166979,284.40577399999995,"excellent"
"S1560","Zona Seconda",,"HEAD","stone",2431.872606,279.19675900000004,2442.473334,284.971958,"bad"
"S1561","Zona Seconda",,"PLB","stone",2445.846663,277.62948000000006,2453.146997,283.944395,"good"
"S1562","Zona Seconda",1215,"HEAD","stone",2456.061738,276.44040700000005,2463.667088,280.23246100000006,"good"
"S1563","Zona Seconda",2498,"HEAD","stone",2466.285296,275.39478499999996,2474.598112,279.21038599999997,"reasonable"
"S1564","Zona Seconda",,"CROSS","stone",2480.652906,274.167321,2490.643125,278.70849799999996,"good"
"S1565","Zona Seconda",2499,"COL","stone",2499.892278,273.56584699999996,2506.280802,279.95437000000004,"excellent"
"S1566","Zona Seconda",1425,"HEAD","stone",2512.017357,270.540167,2520.766126,274.88354000000004,"excellent"
"S1567","Zona Seconda",1424,"HEAD","stone",2524.21031,269.349283,2533.097832,273.59156099999996,"excellent"
"S1568","Zona Seconda",2500,"HEAD","stone",2539.853539,268.703044,2547.05262,271.77560800000003,"reasonable"
"S1569","Zona Seconda",2501,"CROSS","stone",2554.187211,266.967092,2560.641824,273.421705,"reasonable"
"S1570","Zona Seconda",2484,"CROSS","stone",2557.384283,299.63362700000005,2565.710431,302.86173900000006,"good"
"S1571","Zona Seconda",2484,"HEAD","stone",2550.834445,300.298758,2557.594325,303.398511,"good"
"S1572","Zona Seconda",2484,"CROSS","stone",2542.433564,300.83553100000006,2551.044486,304.08698000000004,"good"
"S1573","Zona Seconda",69,"PLB","stone",2535.696834,306.86839499999996,2540.764935,311.54664,"excellent"
"S1574","Zona Seconda",2483,"HEAD","stone",2521.694003,300.937554,2529.542736,305.49056499999995,"excellent"
"S1575","Zona Seconda",1247,"PLB","stone",2512.36292,303.30248300000005,2518.821816,306.222116,"reasonable"
"S1576","Zona Seconda",1170,"LEDG","stone",2501.98446,307.617977,2509.003723,321.098929,"excellent"
"S1577","Zona Seconda",2482,"HEAD","stone",2486.137318,308.057898,2495.882009,311.46435399999996,"reasonable"
"S1578","Zona Seconda",791,"LEDG","stone",2476.154606,308.70058500000005,2484.460287,324.44235000000003,"good"
"S1579","Zona Seconda",1315,"COL","stone",2461.667191,307.59899900000005,2473.751551,328.41095099999995,"good"
"S1580","Zona Seconda",,"PLB","stone",2452.197863,315.891525,2458.120696,319.51046399999996,"good"
"S1581","Zona Seconda",744,"HEAD","stone",2436.233137,310.24313800000004,2447.387018,315.528492,"reasonable"
"S1582","Zona Seconda",,"COL","stone",2425.12223,313.98967300000004,2431.495181,320.362625,"reasonable"
"S1583","Zona Seconda",2481,"HEAD","stone",2409.538602,313.668044,2419.380726,318.462222,"good"
"S1584","Zona Seconda",,"PLB","stone",2397.621158,317.858193,2403.197265,320.83831,"good"
"S1585","Zona Seconda",2480,"COPE","stone",2382.791676,315.56356500000004,2394.492186,335.647103,"good"
"S1586","Zona Seconda",,"CROSS","stone",2376.15349,322.76388899999995,2381.301992,327.26910799999996,"reasonable"
"S1587","Zona Seconda",2479,"HEAD","stone",2362.971817,318.023359,2372.536318,323.99132399999996,"excellent"
"S1588","Zona Seconda",1190,"LEDG","stone",2350.577845,318.84301500000004,2360.830263,334.39627600000006,"good"
"S1589","Zona Seconda",1189,"HEAD","stone",2340.710631,327.730421,2347.190923,330.32719199999997,"good"
"S1590","Zona Seconda",2478,"HEAD","stone",2328.065066,321.162949,2336.57061,327.349695,"good"
"S1591","Zona Seconda",,"PLB","stone",2319.816116,329.743521,2326.644473,332.616937,"bad"
"S1592","Zona Seconda",,"PLB","stone",2309.386771,317.15926,2316.206868,322.29801499999996,"excellent"
"S1593","Zona Seconda",1244,"HEAD","stone",2299.429139,323.82783700000005,2305.933263,325.98679100000004,"excellent"
"S1594","Zona Seconda",2477,"COL","stone",2268.713657,339.14109800000006,2274.334889,344.927915,"reasonable"
"S1595","Zona Seconda",2476,"CROSS","stone",2258.255805,327.43321100000003,2265.820901,333.169388,"reasonable"
"S1596","Zona Seconda",,"COPE","stone",2242.646514,328.40564100000006,2255.578022,349.318709,"good"
"S1597","Zona Seconda",939,"HEAD","stone",2226.677609,330.198798,2236.945306,333.94787199999996,"excellent"
"S1598","Zona Seconda",,"LEDG","stone",2211.402479,331.11728800000003,2221.331204,348.48498200000006,"good"
"S1599","Zona Seconda",417,"PLB","stone",2201.477509,334.74560900000006,2208.691358,339.991088,"good"
"S1600","Zona Seconda",,"HEAD","stone",2189.165774,333.555027,2197.168676,338.05683999999997,"excellent"
"S1601","Zona Seconda",,"HEAD","stone",2176.776044,334.47241499999996,2184.710224,337.92382699999996,"good"
"S1602","Zona Seconda",,"LEDG","stone",2176.325355,367.166113,2182.645547,377.03374699999995,"good"
"S1603","Zona Seconda",,"HEAD","stone",2183.544733,363.41869499999996,2191.702455,367.878057,"unrecorded"
"S1604","Zona Seconda",2457,"HEAD","stone",2197.963248,363.41022499999997,2205.743156,369.53085899999996,"good"
"S1605","Zona Seconda",,"PLB","stone",2212.673503,361.95750899999996,2220.042313,364.88367400000004,"good"
"S1606","Zona Seconda",,"LEDG","stone",2222.478057,359.46823400000005,2233.225685,379.826313,"excellent"
"S1607","Zona Seconda",2459,"OBEL","stone",2233.943297,357.759355,2247.364684,372.650763,"reasonable"
"S1608","Zona Seconda",,"LEDG","stone",2249.02165,356.63583600000004,2260.772025,377.12163599999997,"reasonable"
"S1609","Zona Seconda",,"CROSS","stone",2261.959287,356.322584,2269.744958,363.268586,"reasonable"
"S1610","Zona Seconda",442,"PLB","stone",2272.902074,355.05787599999996,2282.245325,358.25807399999997,"excellent"
"S1611","Zona Seconda",2,"PLG","stone",2329.177898,352.95277699999997,2336.404074,359.663138,"excellent"
"S1612","Zona Seconda",2462,"HEAD","stone",2344.16179,349.09066099999995,2352.260443,352.430334,"good"
"S1613","Zona Seconda",,"CROSS","stone",2356.62003,347.70328800000004,2365.343886,353.49945,"excellent"
"S1614","Zona Seconda",,"PLB","stone",2370.610231,349.71512099999995,2376.241146,353.406876,"reasonable"
"S1615","Zona Seconda",2465,"HEAD","stone",2382.488381,344.78086299999995,2390.189893,348.255893,"reasonable"
"S1616","Zona Seconda",,"CROSS","stone",2396.254658,344.461599,2404.943154,352.02848900000004,"reasonable"
"S1617","Zona Seconda",1284,"CROSS","stone",2409.212339,341.927784,2418.463367,346.412723,"reasonable"
"S1618","Zona Seconda",563,"COL","stone",2422.89195,340.97913100000005,2430.657333,346.621432,"good"
"S1619","Zona Seconda",,"PLB","stone",2439.231979,341.83229400000005,2444.488749,344.145975,"reasonable"
"S1620","Zona Seconda",,"CROSS","stone",2450.665823,338.36925499999995,2458.882427,345.155985,"good"
"S1621","Zona Seconda",1105,"HEAD","stone",2463.183582,336.674761,2474.375576,357.349162,"good"
"S1622","Zona Seconda",30,"PLG","stone",2477.504197,346.64650100000006,2483.633299,352.907597,"reasonable"
"S1623","Zona Seconda",,"PLB","stone",2485.799824,334.375087,2493.844393,337.796246,"reasonable"
"S1624","Zona Seconda",2468,"LEDG","stone",2498.324317,332.735725,2510.317284,353.42170999999996,"reasonable"
"S1625","Zona Seconda",824,"PLB","stone",2514.327633,332.903648,2521.011579,335.31054800000004,"excellent"
"S1626","Zona Seconda",,"PLB","stone",2527.70163,331.35816,2534.819851,333.820791,"good"
"S1627","Zona Seconda",,"CROSS","stone",2539.927241,329.464784,2549.758167,337.080237,"reasonable"
"S1628","Zona Seconda",2470,"HEAD","stone",2554.157477,328.153236,2562.489097,331.71043199999997,"good"
"S1629","Zona Seconda",2455,"HEAD","stone",2555.259217,357.560028,2563.859091,362.974427,"reasonable"
"S1630","Zona Seconda",536,"CROSS","stone",2532.018279,359.07318699999996,2540.614374,362.362157,"excellent"
"S1631","Zona Seconda",191,"HEAD","stone",2519.038732,359.92744700000003,2526.368223,363.40297699999996,"good"
"S1632","Zona Seconda",,"HEAD","stone",2507.925241,366.958759,2515.196512,369.79481699999997,"reasonable"
"S1633","Zona Seconda",2454,"COL","stone",2499.147379,362.799895,2505.007322,367.33954600000004,"reasonable"
"S1634","Zona Seconda",,"PLB","stone",2494.041023,369.695964,2500.203383,372.44932200000005,"reasonable"
"S1635","Zona Seconda",,"CROSS","stone",2482.029347,363.33616900000004,2492.424628,370.99195399999996,"reasonable"
"S1636","Zona Seconda",,"LEDG","stone",2469.912772,364.36084700000004,2477.878008,378.09696199999996,"reasonable"
"S1637","Zona Seconda",2451,"CROSS","stone",2457.374812,365.456279,2465.582229,369.17153700000006,"bad"
"S1638","Zona Seconda",593,"URN","stone",2446.663802,368.75884199999996,2453.805834,375.51633000000004,"reasonable"
"S1639","Zona Seconda",740,"PLB","stone",2435.15302,367.505129,2442.095857,371.65006100000005,"bad"
"S1640","Zona Seconda",740,"PLG","stone",2437.437866,379.49187600000005,2443.840161,383.410078,"reasonable"
"S1641","Zona Seconda",,"PLB","stone",2422.219312,372.23997299999996,2429.503571,379.258379,"reasonable"
"S1642","Zona Seconda",2450,"COL","stone",2413.765967,371.974558,2419.148302,377.22624499999995,"reasonable"
"S1643","Zona Seconda",2449,"CROSS","stone",2402.710239,370.686957,2412.803554,378.168447,"reasonable"
"S1644","Zona Seconda",848,"LEDG","stone",2384.219013,372.62222299999996,2397.244175,393.41433900000004,"good"
"S1645","Zona Seconda",,"LEDG","stone",2363.220975,373.217815,2375.40188,395.669812,"reasonable"
"S1646","Zona Seconda",,"CROSS","stone",2354.202241,376.69490199999996,2359.758305,381.18859,"reasonable"
"S1647","Zona Seconda",,"CROSS","stone",2339.686593,378.204712,2346.137471,383.58822399999997,"reasonable"
"S1648","Zona Seconda",1007,"PLB","stone",2304.610599,389.605018,2309.570917,393.254497,"reasonable"
"S1649","Zona Seconda",,"LEDG","stone",2291.777653,380.81680800000004,2303.525125,401.494635,"reasonable"
"S1650","Zona Seconda",,"PLB","stone",2282.205033,384.465412,2287.53988,388.80811200000005,"reasonable"
"S1651","Zona Seconda",,"PLB","stone",2269.01123,383.513867,2276.608016,394.091446,"bad"
"S1652","Zona Seconda",,"HEAD","stone",2256.278855,384.76596600000005,2264.870472,387.517346,"bad"
"S1653","Zona Seconda",,"HEAD","stone",2246.063781,386.06422399999997,2252.005797,388.896695,"bad"
"S1654","Zona Seconda",2444,"PED","stone",2230.257713,387.058363,2239.5929,392.87979299999995,"bad"
"S1655","Zona Seconda",,"HEAD","stone",2220.281837,389.735962,2225.822692,394.61240899999996,"reasonable"
"S1656","Zona Seconda",984,"PLG","stone",2207.849685,389.60769000000005,2215.777759,395.37644,"reasonable"
"S1657","Zona Seconda",984,"PLB","stone",2208.979967,402.665897,2217.138256,407.77632700000004,"reasonable"
"S1658","Zona Seconda",738,"HEAD","stone",2192.119978,392.300693,2199.328465,395.40627900000004,"reasonable"
"S1659","Zona Seconda",738,"HEAD","stone",2181.52832,393.15802900000006,2188.912875,396.266838,"reasonable"
"S1660","Zona Seconda",2424,"LEDG","stone",2181.157905,422.11749,2191.529982,438.787205,"reasonable"
"S1661","Zona Seconda",2425,"HEAD","stone",2195.470243,419.224157,2205.153713,423.43173,"reasonable"
"S1662","Zona Seconda",2426,"BUILD","stone",2207.287937,417.70572300000003,2220.842208,437.64767900000004,"reasonable"
"S1663","Zona Seconda",2427,"CROSS","stone",2221.850721,417.794213,2229.764445,425.18010200000003,"bad"
"S1664","Zona Seconda",1598,"PLB","stone",2234.408883,417.229142,2241.990363,424.01803900000004,"bad"
"S1665","Zona Seconda",,"LEDG","stone",2245.173762,414.63037799999995,2257.547379,434.318543,"reasonable"
"S1666","Zona Seconda",,"BROKE","stone",2260.109498,416.403818,2265.47456,421.37762699999996,"very poor"
"S1667","Zona Seconda",1122,"LEDG","stone",2270.20928,411.783992,2281.311711,431.694069,"reasonable"
"S1668","Zona Seconda",2428,"COL","stone",2281.51032,413.86438,2286.746661,419.022654,"reasonable"
"S1669","Zona Seconda",253,"CROSS","stone",2289.780255,411.47143100000005,2297.784606,417.398189,"bad"
"S1670","Zona Seconda",253,"COL","stone",2302.304747,410.175218,2309.652659,417.65147,"bad"
"S1671","Zona Seconda",216,"CHEST","stone",2312.960588,408.498017,2323.584871,427.389906,"good"
"S1672","Zona Seconda",,"PLB","stone",2349.738431,406.270117,2357.930463,410.294485,"reasonable"
"S1673","Zona Seconda",2430,"LEDG","stone",2360.904496,402.967482,2372.671087,422.971552,"reasonable"
"S1674","Zona Seconda",,"LEDG","stone",2373.435722,401.838799,2385.007708,421.66976999999997,"reasonable"
"S1675","Zona Seconda",30,"HEAD","stone",2386.97936,401.21040200000004,2396.537392,404.10592799999995,"bad"
"S1676","Zona Seconda",,"CROSS","stone",2400.5015,403.05832599999997,2406.689875,408.320369,"bad"
"S1677","Zona Seconda",,"COL","stone",2412.978855,400.787919,2419.043853,406.586943,"reasonable"
"S1678","Zona Seconda",2434,"CROSS","stone",2423.839306,397.19860100000005,2434.271023,405.91807900000003,"bad"
"S1679","Zona Seconda",,"CROSS","stone",2437.532384,396.59777199999996,2446.592449,402.854235,"reasonable"
"S1680","Zona Seconda",417,"CROSS","stone",2452.90427,394.93765199999996,2461.520565,401.977341,"reasonable"
"S1681","Zona Seconda",2436,"CHEST","stone",2465.245654,392.42163600000003,2477.181983,412.180159,"reasonable"
"S1682","Zona Seconda",607,"LEDG","stone",2478.048825,391.176643,2488.531195,410.87834,"good"
"S1683","Zona Seconda",2437,"LEDG","stone",2490.151931,390.088217,2499.261945,407.304205,"reasonable"
"S1684","Zona Seconda",,"CROSS","stone",2500.712204,389.540159,2510.109801,407.509085,"reasonable"
"S1685","Zona Seconda",,"PLB","stone",2515.750243,390.214062,2522.743856,400.84868200000005,"reasonable"
"S1686","Zona Seconda",417,"LEDG","stone",2528.296235,385.94244000000003,2540.264376,406.07104300000003,"reasonable"
"S1687","Zona Seconda",13,"CROSS","stone",2543.85123,385.69284300000004,2549.851681,391.82458299999996,"reasonable"
"S1688","Zona Seconda",2442,"CROSS","stone",2555.499283,383.87304100000006,2564.075635,390.989775,"reasonable"
"S1689","Zona Seconda",,"CROSS","stone",2556.606735,411.431731,2561.946298,417.00588000000005,"reasonable"
"S1690","Zona Seconda",2422,"CROSS","stone",2546.099007,412.06332,2554.247472,416.374235,"reasonable"
